run_timestamp,run_id,target,task_type,model_index,model,n_features,n_train,n_validation,random_state,status,runtime_seconds,primary_metric,accuracy,f1_weighted,precision_weighted,recall_weighted,rmse,mae,r2,error
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,1,DummyMostFrequent,25,588,147,42,complete,0.020122051239013672,0.39151450053705694,0.5510204081632653,0.39151450053705694,0.3036234902124115,0.5510204081632653,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,2,Logistic_C0.1,25,588,147,42,complete,0.0249788761138916,0.7892535242276053,0.7891156462585034,0.7892535242276053,0.7894646664636004,0.7891156462585034,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,3,Logistic_C1,25,588,147,42,complete,0.024644136428833008,0.775341991805386,0.7755102040816326,0.775341991805386,0.7752460083470536,0.7755102040816326,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,4,Logistic_C10,25,588,147,42,complete,0.029183149337768555,0.7894693307092229,0.7891156462585034,0.7894693307092229,0.7904807407912997,0.7891156462585034,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,5,Ridge_alpha1,25,588,147,42,complete,0.021779298782348633,0.782312925170068,0.782312925170068,0.782312925170068,0.782312925170068,0.782312925170068,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,6,Ridge_alpha10,25,588,147,42,complete,0.022191286087036133,0.7892535242276053,0.7891156462585034,0.7892535242276053,0.7894646664636004,0.7891156462585034,,,,
2026-05-18T21:55:58+00:00,treatment_non_weather,sought_treatment,classification,7,SGDLogistic_alpha0001,25,588,147,42,complete,0.045240163803100586,0.6896951108346648,0.6938775510204082,0.6896951108346648,0.6935226264418811,0.6938775510204082,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,8,SGDLogistic_alpha001,25,588,147,42,complete,0.03846406936645508,0.7889576286656657,0.7891156462585034,0.7889576286656657,0.7888731477581653,0.7891156462585034,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,9,LinearSVC_C0.5,25,588,147,42,complete,0.02308511734008789,0.782312925170068,0.782312925170068,0.782312925170068,0.782312925170068,0.782312925170068,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,10,LinearSVC_C1,25,588,147,42,complete,0.02202892303466797,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.7959183673469388,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,11,KNN_k5,25,588,147,42,complete,0.05240917205810547,0.6943909639327429,0.6938775510204082,0.6943909639327429,0.6954815370964438,0.6938775510204082,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,12,KNN_k15,25,588,147,42,complete,0.020839214324951172,0.7351388354083772,0.7346938775510204,0.7351388354083772,0.7361954815370965,0.7346938775510204,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,13,DecisionTree_depth4,25,588,147,42,complete,0.0251619815826416,0.7594596246714347,0.7619047619047619,0.7594596246714347,0.762907268170426,0.7619047619047619,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,14,DecisionTree_depth8,25,588,147,42,complete,0.02559804916381836,0.7487214592335887,0.7482993197278912,0.7487214592335887,0.7497667963506472,0.7482993197278912,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,15,RandomForest_depth8,25,588,147,42,complete,0.364696741104126,0.7804128102854044,0.782312925170068,0.7804128102854044,0.783282859831263,0.782312925170068,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,16,RandomForest_full,25,588,147,42,complete,0.3576979637145996,0.7744517392981993,0.7755102040816326,0.7744517392981993,0.7752184365930894,0.7755102040816326,,,,
2026-05-18T21:55:59+00:00,treatment_non_weather,sought_treatment,classification,17,ExtraTrees_depth8,25,588,147,42,complete,0.1987459659576416,0.7749406739439962,0.7755102040816326,0.7749406739439962,0.7750242954324587,0.7755102040816326,,,,
2026-05-18T21:56:00+00:00,treatment_non_weather,sought_treatment,classification,18,ExtraTrees_full,25,588,147,42,complete,0.34891796112060547,0.7683386300111039,0.7687074829931972,0.7683386300111039,0.7682567002704697,0.7687074829931972,,,,
2026-05-18T21:56:00+00:00,treatment_non_weather,sought_treatment,classification,19,GradientBoosting_lr005,25,588,147,42,complete,0.2434990406036377,0.752184365930894,0.7551020408163265,0.752184365930894,0.7565037003812514,0.7551020408163265,,,,
2026-05-18T21:56:00+00:00,treatment_non_weather,sought_treatment,classification,20,HistGradientBoosting,25,588,147,42,complete,1.455042839050293,0.796165854401462,0.7959183673469388,0.796165854401462,0.7967085568404577,0.7959183673469388,,,,
2026-05-18T21:56:02+00:00,treatment_weather_augmented,sought_treatment,classification,1,DummyMostFrequent,44,588,147,42,complete,0.036045074462890625,0.39151450053705694,0.5510204081632653,0.39151450053705694,0.3036234902124115,0.5510204081632653,,,,
2026-05-18T21:56:02+00:00,treatment_weather_augmented,sought_treatment,classification,2,Logistic_C0.1,44,588,147,42,complete,0.05135798454284668,0.7963362560213959,0.7959183673469388,0.7963362560213959,0.7979326795653325,0.7959183673469388,,,,
2026-05-18T21:56:02+00:00,treatment_weather_augmented,sought_treatment,classification,3,Logistic_C1,44,588,147,42,complete,0.05143904685974121,0.7689879683216571,0.7687074829931972,0.7689879683216571,0.7695533909766438,0.7687074829931972,,,,
2026-05-18T21:56:02+00:00,treatment_weather_augmented,sought_treatment,classification,4,Logistic_C10,44,588,147,42,complete,0.06320881843566895,0.7756569774035799,0.7755102040816326,0.7756569774035799,0.7758757234236978,0.7755102040816326,,,,
